4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Đô la,USD,23720,23740,24030
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Bảng Anh,GBP,26552,26712,27388
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Đô la Singapore,SGD,16428,16494,16876
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Đô la Hồng Kông,HKD,2984,2996,3089
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Yên Nhật,JPY,162.55,162.7,169.34
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Đô la Canada,CAD,17239,17308,17718
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Đô la Úc,AUD,15173,15234,15822
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Franc Thuỵ Sĩ,CHF,23633,23728,24373
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Won Hàn Quốc,KRW,0,16,18.36
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Baht Thái,THB,612,614,648
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Ðô la New Zealand,NZD,0,13399,13893
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-bidv,BIDV,Đô la,USD,23750,23750,24030
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-bidv,BIDV,Euro,EUR,23137,23200,24199
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-bidv,BIDV,Bảng Anh,GBP,26596,26757,27738
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-bidv,BIDV,Đô la Singapore,SGD,16364,16463,16941
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-bidv,BIDV,Đô la Hồng Kông,HKD,2980,3001,3086
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-bidv,BIDV,Yên Nhật,JPY,161.42,162.4,169.68
4/10/2022,18:04,4/10/2022,https://ngan-hang.com/ty-gia-ngan-hang-bidv,BIDV,Nhân dân tệ,CNY,0,3303,3412
